,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
20080716,  11.32,   6.73,   7.35,   4.47,   5.84,   2.34,   1.90,   0.57,   1.39,  -0.63
20080717,   9.53,   4.94,   5.58,   2.08,   3.59,   1.00,   0.71,   0.26,   0.17,  -2.78
20080718,   2.99,  -0.11,   0.11,   0.12,  -0.30,   0.10,  -0.32,  -0.27,  -0.15,  -0.13
20080721,   0.73,   0.60,  -0.74,  -1.16,  -0.81,  -0.70,   0.69,  -0.31,   0.41,   3.27
20080722,   6.85,   5.16,   4.60,   2.31,   1.58,   1.27,   1.35,   1.33,   0.48,  -2.57
20080723,   2.80,   3.54,   2.25,   2.11,   1.43,   1.39,   0.02,  -0.20,  -0.72,  -3.82
20080724,  -8.89,  -5.90,  -5.14,  -2.61,  -2.32,  -3.22,  -1.14,  -0.84,  -1.87,  -1.19
20080725,  -1.23,  -0.92,  -0.06,   0.34,   0.43,   0.21,   0.80,   0.47,   0.50,   1.59
20080728,  -6.47,  -4.08,  -2.31,  -2.74,  -1.56,  -1.65,  -1.49,  -1.35,  -1.26,  -0.26
20080729,   7.08,   7.30,   3.87,   3.26,   2.84,   2.30,   2.07,   1.22,   1.53,   0.06
20080730,   2.08,   1.57,   0.70,   1.25,   0.81,   0.51,   0.72,   1.60,   2.24,   4.87
20080731,  -0.16,  -0.51,  -0.67,  -0.79,  -0.71,  -0.87,  -0.91,  -1.26,  -1.21,  -2.90
20080801,   2.31,   0.43,  -0.09,  -0.24,  -0.30,  -0.62,  -0.26,  -0.70,  -1.23,  -0.67
20080804,  -1.92,  -0.37,  -0.55,   0.04,  -0.07,  -0.20,  -0.06,  -0.99,  -1.48,  -6.00
20080805,   6.87,   4.92,   4.27,   3.97,   3.50,   2.48,   2.19,   2.09,   1.76,   0.83
20080806,  -0.62,  -0.66,   0.32,   0.06,   0.13,   0.46,   0.31,   0.44,   0.89,   2.16
20080807,  -5.16,  -4.64,  -2.52,  -1.85,  -1.96,  -0.79,  -1.57,  -0.96,  -1.60,  -1.61
20080808,   3.88,   4.04,   4.50,   3.97,   3.47,   2.63,   2.64,   1.63,   1.50,  -0.76
20080811,   1.94,   2.78,   2.11,   2.00,   1.22,   1.12,   1.02,   0.23,  -0.08,  -0.39
20080812,  -5.34,  -2.78,  -2.13,  -1.14,  -1.75,  -0.58,  -0.98,  -0.57,  -0.75,   0.59
20080813,  -3.72,  -2.18,  -1.95,  -1.22,  -0.69,  -0.59,   0.11,   0.10,   0.48,   3.40
20080814,   3.92,   2.18,   1.82,   1.38,   1.31,   0.34,   0.21,   0.13,   0.45,  -0.66
20080815,   1.08,   1.71,   1.12,   0.91,   1.07,   0.65,   0.64,   0.07,   0.07,  -1.66
20080818,  -5.05,  -3.24,  -2.23,  -1.81,  -1.53,  -1.33,  -1.08,  -0.98,  -1.01,  -0.82
20080819,  -4.88,  -2.80,  -2.76,  -2.07,  -1.68,  -1.49,  -0.37,  -0.33,  -0.67,   1.92
20080820,   0.49,  -0.01,   0.41,  -0.27,  -0.03,   0.60,   0.31,   0.46,   0.69,   2.36
20080821,  -1.21,  -0.78,  -0.32,   0.17,  -0.21,  -0.15,   0.29,   0.32,   0.37,   0.89
20080822,   2.66,   2.08,   2.54,   1.78,   1.56,   1.73,   1.06,   0.71,   0.34,  -0.18
20080825,  -3.30,  -2.78,  -2.62,  -2.48,  -1.79,  -1.82,  -1.81,  -1.66,  -1.61,  -1.49
20080826,   1.08,   0.22,   0.20,   0.05,   0.08,   0.13,   0.22,   0.24,   0.71,   0.88
20080827,   2.69,   0.71,   1.32,   0.64,   0.87,   0.56,   0.84,   0.67,   0.85,   1.22
20080828,   5.61,   2.67,   2.68,   2.23,   1.83,   1.73,   1.22,   1.35,   0.53,  -0.10
20080829,  -0.30,  -0.29,  -1.19,  -1.35,  -1.15,  -1.71,  -1.23,  -1.46,  -1.38,  -0.98
20080902,   1.53,   0.68,   1.10,   0.62,   0.35,  -0.85,  -0.32,  -0.82,  -0.63,  -3.05
20080903,   2.44,   0.76,   0.57,  -0.07,  -0.21,  -0.54,   0.14,  -0.33,  -0.46,  -1.33
20080904,  -5.99,  -4.44,  -3.83,  -3.18,  -2.92,  -2.70,  -2.41,  -2.24,  -2.48,  -2.61
20080905,   3.39,   1.07,   0.97,   0.24,   0.23,  -0.34,   0.22,   0.44,   0.21,   0.73
20080908,   1.52,   3.55,   3.36,   3.43,   3.36,   1.83,   1.51,   1.37,   0.81,  -0.95
20080909,  -9.16,  -4.62,  -4.05,  -2.81,  -3.36,  -3.03,  -2.41,  -2.67,  -2.99,  -4.25
20080910,  -2.65,  -0.22,  -0.20,  -0.10,   0.93,   0.73,   0.83,   0.99,   1.15,   2.49
20080911,  -1.69,   1.34,   0.92,   0.86,   1.48,   1.32,   1.47,   1.27,   1.13,   2.30
20080912,  -4.14,   0.66,  -0.85,   0.19,   0.74,   0.98,   0.47,   0.50,   0.19,   0.90
20080915, -14.37,  -9.84,  -5.13,  -4.12,  -5.03,  -3.10,  -2.53,  -3.21,  -3.54,  -4.45
20080916,   3.81,   0.70,   1.91,   1.95,   2.24,   1.12,   1.40,   1.32,   1.47,   1.94
20080917,  -9.60,  -7.32,  -5.60,  -5.92,  -3.73,  -3.81,  -3.70,  -3.85,  -4.03,  -4.14
20080918,  18.28,   8.78,   5.87,   5.58,   3.62,   3.97,   3.07,   3.26,   2.84,   3.32
20080919,  17.52,  10.15,   5.01,   4.03,   4.28,   3.60,   2.98,   2.71,   2.13,   4.19
20080922,  -7.97,  -7.25,  -3.69,  -5.07,  -5.71,  -2.71,  -3.63,  -2.86,  -3.24,  -2.32
20080923,  -2.29,  -1.66,  -2.19,  -1.45,  -1.37,  -1.10,  -1.84,  -1.10,  -1.25,  -2.08
20080924,  -3.28,  -1.34,  -1.01,  -0.15,  -0.11,  -0.68,   0.13,   0.34,   0.06,  -0.24
20080925,   1.02,   2.10,   2.23,   2.21,   1.83,   2.17,   1.43,   1.67,   1.31,   0.96
20080926,  -1.35,   1.40,   0.03,  -0.20,   1.21,   0.77,   0.33,  -0.21,  -0.26,  -1.49
20080929, -17.78, -12.10, -10.06,  -9.14,  -8.06,  -7.46,  -6.28,  -5.81,  -7.65,  -8.31
20080930,  10.90,   6.85,   7.16,   4.96,   5.68,   4.47,   3.48,   4.09,   3.87,   4.24
20081001,   4.71,   0.40,   0.07,  -0.68,  -0.21,  -1.09,  -0.20,  -0.82,  -1.27,  -1.54
20081002,  -3.15,  -5.84,  -6.64,  -4.07,  -3.63,  -3.56,  -3.46,  -2.79,  -3.60,  -6.67
20081003,  -6.49,  -3.02,  -2.00,  -1.14,  -2.51,  -0.55,  -1.40,  -1.17,  -1.15,   0.09
20081006,  -6.29,  -4.21,  -3.94,  -3.74,  -4.08,  -3.59,  -3.77,  -3.98,  -3.78,  -3.93
20081007, -11.42,  -7.64,  -8.86,  -5.95,  -4.54,  -6.05,  -5.00,  -4.37,  -4.64,  -5.18
20081008,  -3.67,  -1.41,  -3.18,  -1.70,  -0.98,  -0.36,  -1.97,  -1.72,  -0.53,   0.02
20081009, -13.30, -10.08,  -7.65,  -7.86,  -8.02,  -6.59,  -6.83,  -6.72,  -7.01,  -5.62
20081010,   6.48,  -0.54,  -0.47,   0.71,  -3.10,  -2.52,  -0.99,  -1.53,  -0.84,  -1.00
20081013,  11.77,  15.14,  10.21,  12.36,  13.65,  10.97,  11.60,   8.89,  10.84,  10.77
20081014,   7.49,   3.63,  -0.50,  -1.47,  -1.28,  -1.46,  -0.84,  -1.26,  -2.07,  -1.36
20081015, -11.49, -10.68,  -9.37,  -8.68, -10.87,  -9.19,  -7.19,  -8.33,  -7.11,  -7.87
20081016,   2.27,   3.25,   3.02,   4.22,   4.68,   5.68,   4.17,   3.96,   4.47,   4.97
20081017,  -2.00,   0.60,  -0.30,  -0.24,  -1.16,  -0.83,   0.49,  -0.13,  -0.66,  -0.35
20081020,   3.68,   4.44,   3.41,   4.88,   5.66,   4.34,   5.53,   4.45,   3.98,   4.68
20081021,  -2.62,  -3.49,  -2.77,  -3.44,  -3.16,  -3.29,  -2.93,  -3.20,  -1.87,  -2.81
20081022,  -7.38,  -6.36,  -5.63,  -6.09,  -6.29,  -6.24,  -6.26,  -4.85,  -5.05,  -5.06
20081023,  -4.56,  -1.67,  -0.88,   0.68,   1.18,   1.93,   0.47,   0.24,   0.70,  -0.82
20081024,  -5.38,  -4.49,  -4.00,  -3.29,  -3.11,  -2.70,  -4.35,  -2.69,  -2.53,  -3.06
20081027,  -5.69,  -4.19,  -3.27,  -1.98,  -3.39,  -4.05,  -4.06,  -2.78,  -3.20,  -3.36
20081028,  11.99,   9.32,  10.78,  11.47,   9.96,  10.96,  10.97,   9.24,   7.98,   7.01
20081029,   1.12,   0.76,  -0.35,  -1.59,  -1.24,  -0.07,   0.11,   0.40,  -1.23,  -0.08
20081030,   6.30,   4.27,   2.61,   2.14,   4.08,   3.36,   3.08,   3.52,   2.37,   2.27
20081031,   4.77,   3.49,   1.32,   1.89,   0.93,   1.98,   1.44,   1.67,   1.59,   3.63
20081103,   2.21,   0.50,  -0.15,  -0.75,   0.67,  -0.29,  -0.83,   0.07,   0.15,   0.00
20081104,   5.27,   4.61,   5.24,   5.05,   4.49,   3.48,   4.18,   2.90,   2.12,   1.57
20081105,  -7.95,  -7.04,  -6.54,  -5.92,  -5.51,  -5.09,  -5.35,  -4.12,  -4.20,  -3.72
20081106,  -8.15,  -6.97,  -6.43,  -6.75,  -5.44,  -4.94,  -4.52,  -4.42,  -3.40,  -3.17
20081107,   1.43,   3.21,   2.39,   2.10,   3.65,   3.00,   2.74,   4.04,   1.75,   2.02
20081110,  -3.53,  -3.55,  -2.30,  -2.87,  -1.25,  -1.13,  -0.61,  -1.41,  -1.15,  -0.15
20081111,  -6.57,  -4.53,  -3.57,  -3.38,  -2.33,  -1.60,  -2.48,  -2.13,  -1.40,  -1.28
20081112,  -9.38,  -9.28,  -6.36,  -7.61,  -5.66,  -4.40,  -5.20,  -5.04,  -3.89,  -3.78
20081113,   9.58,   9.21,   7.23,   6.25,   6.91,   8.30,   7.62,   7.38,   5.22,   5.86
20081114,  -4.30,  -6.32,  -3.80,  -4.90,  -5.26,  -4.81,  -4.25,  -3.46,  -3.99,  -3.84
20081117,  -4.45,  -5.08,  -4.44,  -2.25,  -3.15,  -2.66,  -2.36,  -1.33,  -2.40,  -1.31
20081118,  -1.40,  -1.32,  -0.59,  -0.19,   0.45,   1.06,   0.97,   2.33,   0.66,   0.11
20081119, -11.87, -11.97,  -8.63,  -7.60,  -6.86,  -6.67,  -4.83,  -4.72,  -6.35,  -5.51
20081120, -10.64, -11.81, -10.12,  -8.35,  -7.45,  -5.96,  -6.42,  -5.72,  -6.18,  -4.71
20081121,   5.52,   8.19,   4.81,   6.32,   6.13,   6.98,   6.97,   8.14,   5.26,   3.61
20081124,  14.91,  15.15,  12.38,   8.30,   9.29,   6.85,   5.53,   4.66,   4.06,   3.94
20081125,   2.88,   3.25,   3.28,   1.70,   2.21,   0.04,  -0.49,   0.78,   0.81,   1.10
20081126,   9.59,   8.15,   7.74,   5.99,   4.79,   4.80,   3.40,   3.45,   2.59,   2.37
20081128,   4.12,   2.82,   3.14,   2.48,   0.42,   0.87,   0.98,   1.45,   0.24,   0.07
20081201, -15.62, -14.48, -12.21, -11.29,  -9.39,  -9.73,  -7.25,  -8.58,  -7.72,  -8.11
20081202,   9.05,   6.75,   4.28,   6.45,   4.84,   3.55,   3.23,   3.52,   3.44,   3.24
20081203,   3.66,   3.04,   2.30,   2.72,   3.16,   3.09,   2.71,   1.77,   2.49,   3.03
20081204,  -3.78,  -2.68,  -3.79,  -3.37,  -3.76,  -3.74,  -2.97,  -2.86,  -2.28,  -1.82
20081205,   7.72,   6.51,   5.19,   4.81,   3.36,   4.26,   2.88,   2.68,   3.84,   3.83
20081208,   6.17,   8.27,   7.04,   6.73,   4.92,   4.28,   3.32,   3.27,   2.28,   1.71
20081209,  -3.23,  -2.35,  -1.25,  -1.41,  -1.68,  -2.30,  -2.30,  -1.96,  -2.57,  -2.94
20081210,   1.07,   2.38,   1.79,   1.44,   1.48,   2.32,   0.56,   1.14,   1.26,   0.15
20081211,  -5.76,  -5.04,  -3.36,  -4.70,  -3.24,  -3.20,  -1.73,  -1.99,  -2.85,  -2.92
20081212,   2.71,   1.57,   1.43,   1.48,   1.89,   0.74,   0.44,   0.54,   1.06,   0.85
20081215,  -3.35,  -3.30,  -2.45,  -2.12,  -2.06,  -1.48,  -1.32,  -1.54,  -1.07,  -1.04
20081216,   8.99,   9.09,   7.56,   6.47,   5.82,   5.34,   5.38,   4.16,   4.61,   4.52
20081217,   1.43,   0.44,   0.47,  -0.85,  -0.89,  -0.67,  -0.70,  -0.36,  -1.69,  -0.27
20081218,  -4.12,  -3.26,  -1.94,  -3.73,  -2.44,  -2.50,  -1.59,  -1.10,  -2.17,  -0.45
20081219,   2.15,   0.02,   1.72,   1.68,   1.17,   0.20,   0.52,   0.31,  -0.68,   0.23
20081222,  -6.24,  -5.63,  -4.54,  -3.54,  -2.78,  -1.92,  -1.88,  -1.47,  -1.31,  -0.12
20081223,  -2.13,  -2.03,  -2.04,  -0.06,  -0.62,  -1.27,  -0.73,  -1.08,  -0.68,  -0.69
20081224,   0.45,   1.13,   0.76,   1.05,   0.16,   0.39,   0.29,   0.44,   0.64,   0.35
20081226,   2.10,   1.25,   1.36,   0.62,   0.34,   0.65,   0.67,   0.54,   0.82,   0.24
20081229,  -2.10,  -1.22,  -1.39,  -1.48,  -1.02,  -0.80,  -0.09,  -0.36,  -0.07,  -0.47
20081230,   4.66,   4.26,   4.16,   2.28,   3.36,   2.71,   2.94,   2.02,   1.72,   2.31
20081231,   4.00,   3.55,   2.77,   2.26,   1.89,   1.55,   1.81,   1.35,   1.52,   1.42
20090102,   7.60,   6.12,   4.83,   5.26,   4.56,   3.82,   2.63,   2.55,   2.29,   1.11
20090105,   4.46,   1.89,   0.93,   0.99,   0.19,  -0.05,   0.25,  -1.41,  -0.59,  -1.40
20090106,   7.49,   4.66,   3.53,   2.33,   1.43,   1.56,   1.04,   0.19,  -0.43,  -0.83
20090107,  -5.09,  -4.92,  -4.46,  -3.94,  -3.65,  -3.34,  -2.41,  -2.46,  -2.45,  -2.12
20090108,   1.59,   2.01,   1.74,   0.70,   1.07,   1.01,   0.61,   0.41,   0.12,  -1.29
20090109,  -2.71,  -3.38,  -3.04,  -2.62,  -2.20,  -2.51,  -1.94,  -2.47,  -1.77,  -1.70
20090112,  -7.65,  -6.55,  -5.17,  -3.31,  -2.46,  -1.97,  -1.78,  -1.60,  -1.32,  -1.63
20090113,   0.80,   0.56,  -0.74,  -1.08,   0.17,   0.12,   0.59,   0.62,   0.49,   0.49
20090114,  -7.17,  -7.34,  -5.22,  -4.64,  -3.72,  -3.41,  -2.75,  -2.55,  -2.86,  -2.87
20090115,  -0.34,  -1.01,  -1.82,   0.13,   0.82,   1.08,   0.19,   0.50,   1.18,  -0.05
20090116,   1.29,   0.21,  -0.27,   0.77,   1.22,   1.01,   1.05,   0.15,   1.31,   0.11
20090120, -10.11, -10.79, -10.46,  -6.82,  -6.32,  -4.78,  -5.14,  -4.73,  -2.89,  -5.55
20090121,   7.23,  12.55,   7.37,   3.90,   4.76,   5.47,   3.78,   3.84,   3.06,   2.68
20090122,  -3.72,  -5.59,  -3.56,  -0.41,  -4.11,  -0.57,  -1.69,  -1.19,  -1.10,  -1.11
20090123,   3.50,   3.54,   3.04,  -0.39,   1.00,  -0.05,   0.66,   0.32,   0.09,  -0.23
20090126,  -0.15,   0.22,   0.38,   1.00,   0.74,   0.90,   0.21,   0.56,   0.62,   0.16
20090127,   1.18,   2.93,   2.67,   1.87,   1.35,   1.26,   1.40,   0.26,   0.97,   0.65
20090128,   7.00,   9.59,   6.62,   4.88,   4.29,   3.76,   3.35,   1.89,   2.84,   1.14
20090129,  -7.18,  -7.17,  -4.75,  -5.16,  -5.00,  -3.71,  -3.15,  -2.58,  -2.21,  -1.47
20090130,  -4.95,  -4.39,  -3.46,  -3.43,  -2.40,  -2.42,  -1.49,  -1.98,  -1.85,  -1.50
20090202,   0.49,  -2.08,   0.60,  -1.19,  -0.13,   0.70,  -0.35,   0.28,   0.23,   0.31
20090203,  -0.22,  -1.25,   0.54,   1.36,   1.18,   2.12,   1.35,   2.02,   1.33,   1.80
20090204,  -1.62,  -0.78,   0.94,  -0.22,   0.89,  -0.20,  -0.46,  -0.62,  -1.17,  -1.48
20090205,   1.92,   3.72,   3.52,   1.26,   2.15,   1.09,   2.07,   1.18,   1.03,   1.27
20090206,   4.81,   8.07,   4.03,   3.26,   3.43,   3.49,   2.52,   2.29,   2.24,   1.72
20090209,   1.80,   2.06,   0.60,   2.50,   0.20,   0.09,  -0.41,  -0.17,  -0.61,  -0.37
20090210, -10.09,  -9.42,  -7.20,  -6.28,  -5.80,  -4.37,  -4.51,  -3.81,  -4.10,  -2.87
20090211,   3.85,   1.56,   0.93,   1.51,   1.44,   0.68,   0.61,   1.07,  -0.01,   0.63
20090212,  -1.36,   0.45,   0.76,  -0.31,   0.55,   0.07,  -0.19,   0.69,   0.51,   0.49
20090213,  -1.17,  -0.85,  -0.22,  -0.88,  -0.79,  -1.22,  -0.54,  -0.97,  -0.76,  -1.20
20090217, -10.63,  -7.23,  -7.64,  -6.46,  -6.56,  -4.65,  -4.49,  -3.43,  -3.46,  -1.25
20090218,  -4.16,  -0.72,  -0.92,  -0.39,  -0.25,  -1.40,  -0.41,  -0.40,   0.09,   0.57
20090219,  -9.40,  -1.61,  -1.99,  -3.10,  -2.49,  -1.58,  -1.28,  -0.38,  -0.13,  -0.57
20090220,  -5.74,  -0.91,  -2.57,  -1.64,  -2.45,  -1.67,  -0.44,  -0.67,  -1.13,  -0.53
20090223,  -0.82,  -6.09,  -5.37,  -4.38,  -3.79,  -4.26,  -3.60,  -3.44,  -3.04,  -2.02
20090224,  14.33,   8.52,   6.29,   8.41,   6.41,   3.85,   3.82,   3.43,   2.97,   2.27
20090225,   1.40,  -1.83,  -1.47,  -1.76,  -1.32,  -1.06,  -1.66,  -1.01,  -0.83,  -1.01
20090226,   1.45,   0.19,  -0.32,   0.54,  -0.74,  -1.57,  -2.06,  -1.19,  -2.21,  -2.74
20090227, -16.49,  -1.23,  -3.56,  -2.03,  -3.11,  -1.63,  -1.78,  -1.11,  -1.76,  -2.16
20090302, -10.34,  -9.50,  -9.00,  -7.46,  -6.72,  -4.77,  -4.92,  -3.79,  -3.72,  -2.70
20090303,  -1.31,  -0.38,  -1.94,  -0.44,  -0.97,  -0.18,  -0.43,  -1.03,  -0.94,  -0.49
20090304,   2.31,   4.86,   2.79,   4.77,   3.53,   3.20,   1.72,   1.93,   2.21,   1.50
20090305, -11.19,  -6.90,  -5.66,  -7.11,  -5.07,  -5.27,  -4.45,  -3.42,  -2.98,  -2.72
20090306,  -1.86,  -0.58,   0.61,  -0.60,  -1.27,  -0.19,   0.11,  -0.03,   0.55,   1.85
20090309,   6.68,  -1.57,   0.70,   0.13,   0.76,  -1.44,  -2.14,  -2.03,  -1.40,  -0.26
20090310,  19.91,  14.30,   9.21,   8.81,   9.19,   9.03,   6.24,   4.58,   4.60,   2.82
20090311,   0.93,   2.17,  -0.04,   1.23,   1.86,   1.21,   0.67,   0.70,  -0.65,  -1.55
20090312,  11.99,   7.50,   7.20,   6.03,   4.96,   3.86,   4.28,   2.94,   3.12,   3.96
20090313,   1.01,   1.79,   0.29,   0.39,   0.89,  -0.03,   0.61,   0.86,   0.90,   1.18
20090316,   6.37,  -0.02,  -0.94,  -0.08,  -0.51,  -1.44,  -0.35,   0.09,  -0.86,  -1.28
20090317,   3.93,   4.29,   4.81,   4.08,   4.07,   4.03,   2.65,   2.58,   2.96,   2.59
20090318,  15.98,   6.87,   5.10,   5.32,   4.05,   1.83,   1.63,   0.83,   1.29,   0.39
20090319,  -5.29,  -2.65,  -1.59,  -2.29,  -1.77,   0.02,  -0.51,  -1.13,  -0.54,  -1.03
20090320,  -6.87,  -5.10,  -4.00,  -4.29,  -3.72,  -2.61,  -1.46,  -0.85,  -1.43,  -0.80
20090323,  18.88,  12.49,  13.66,   9.50,  11.65,   7.94,   6.77,   5.17,   5.47,   3.31
20090324,  -4.98,  -1.05,  -2.17,  -3.54,  -3.26,  -2.30,  -1.71,  -1.14,  -1.87,  -1.75
20090325,   2.80,   1.12,   1.11,   1.41,   2.24,   1.01,   0.18,   0.96,   0.79,   0.99
20090326,   1.32,   4.90,   4.63,   3.26,   2.86,   3.21,   3.81,   2.18,   1.87,   1.71
20090327,  -3.83,  -2.07,  -3.06,  -3.24,  -3.37,  -1.93,  -2.27,  -1.63,  -1.93,  -1.04
20090330, -14.25,  -8.91,  -7.23,  -6.77,  -5.19,  -5.63,  -3.28,  -2.62,  -1.38,  -0.70
20090331,   6.91,   2.50,   2.46,   1.54,   1.62,   2.38,   1.63,   0.46,   0.78,   0.87
20090401,   4.90,   2.51,   3.31,   2.71,   2.29,   2.43,   1.98,   1.33,   1.43,   0.12
20090402,   5.43,   7.13,   6.07,   5.91,   4.52,   4.31,   3.31,   2.61,   1.95,   0.77
20090403,   4.63,   2.99,   3.93,   3.09,   2.34,   1.68,   0.55,   0.51,   0.37,  -0.19
20090406,  -1.04,  -0.40,  -2.14,  -2.77,  -1.91,  -1.03,  -0.46,  -0.90,  -0.46,  -0.49
20090407,  -3.04,  -4.14,  -4.30,  -3.62,  -3.55,  -2.35,  -2.19,  -2.21,  -1.93,  -1.74
20090408,   0.66,   2.98,   1.86,   2.32,   1.63,   1.46,   1.41,   0.72,   1.07,   1.10
20090409,  13.31,  16.88,   8.59,   7.55,   8.83,   6.18,   3.44,   2.43,   1.63,   0.67
20090413,   8.63,   5.41,   3.35,   0.49,  -0.06,  -0.19,   0.52,  -0.44,  -0.61,  -0.04
20090414,  -1.44,  -5.23,  -3.83,  -2.08,  -2.09,  -2.23,  -2.77,  -1.67,  -1.26,  -1.16
20090415,   2.99,   3.61,   2.48,   1.66,   1.16,   1.98,   0.77,   0.92,   1.07,  -0.06
20090416,   2.87,   3.20,   2.23,   2.74,   1.93,   2.04,   2.24,   1.24,   1.14,   1.01
20090417,   1.31,   3.29,   1.51,   1.24,   1.79,   0.47,   0.23,   0.17,   0.10,   0.25
20090420, -14.61, -14.41,  -8.43,  -6.90,  -5.68,  -5.69,  -3.46,  -2.65,  -2.34,  -2.08
20090421,   8.04,   6.88,   4.32,   4.92,   4.05,   2.89,   1.59,   1.05,   1.30,   0.74
20090422,   1.10,  -0.90,   0.94,   0.32,  -0.67,  -0.32,  -0.62,  -1.06,  -0.78,  -1.09
20090423,  -0.09,   2.75,   0.85,   1.18,   1.62,   1.53,   0.42,   0.22,   0.02,   0.38
20090424,   3.83,   4.05,   4.97,   3.08,   2.32,   3.86,   1.72,   0.78,   0.41,   0.31
20090427,  -3.36,  -3.63,  -2.46,  -1.91,  -2.44,  -1.25,  -0.83,  -0.30,  -0.51,   0.54
20090428,  -1.16,  -2.44,  -0.81,  -1.07,  -0.79,  -0.70,  -0.18,   0.54,   0.09,   0.12
20090429,   6.51,   5.40,   3.64,   4.19,   3.42,   3.33,   2.52,   1.82,   0.85,   1.34
20090430,   2.25,   3.08,   2.07,  -0.57,   0.84,   0.13,   0.05,  -0.21,  -0.91,  -0.92
20090501,  -0.18,   1.39,   1.63,   0.63,   1.23,   0.48,   0.49,   0.60,   0.16,  -0.63
20090504,  13.75,   8.47,   5.16,   5.61,   6.53,   4.16,   2.29,   1.77,   1.75,   1.44
20090505,   4.48,  -0.29,   0.02,  -0.48,  -0.91,  -0.39,  -0.47,  -0.40,  -0.08,  -0.14
20090506,  10.43,   4.09,   4.00,   3.07,   3.79,   1.99,   0.39,   0.88,  -0.21,  -0.49
20090507,  -1.89,  -0.67,  -0.97,  -2.76,  -3.78,  -2.13,  -1.97,  -0.08,  -0.71,  -0.46
20090508,   8.35,   7.69,   5.24,   4.98,   4.70,   3.50,   1.24,   1.61,   0.47,   0.65
20090511,  -3.03,  -5.32,  -3.70,  -3.70,  -2.79,  -1.99,  -2.28,  -1.68,  -0.27,  -0.37
20090512,  -3.76,  -3.25,  -1.52,  -1.42,  -1.00,  -1.16,   0.75,   0.42,   0.35,  -0.27
20090513, -10.76,  -8.34,  -5.84,  -4.66,  -3.81,  -3.35,  -2.31,  -1.77,  -1.51,  -1.66
20090514,   4.09,   2.86,   2.31,   1.76,   1.88,   1.11,   1.15,   0.59,   0.50,   0.37
20090515,  -2.42,  -2.59,  -2.21,  -1.07,  -1.23,  -0.87,  -1.04,  -0.46,  -1.11,  -0.69
20090518,   7.45,   7.51,   5.40,   4.39,   3.82,   2.88,   2.18,   2.61,   2.46,   2.45
20090519,   1.77,  -0.02,   1.14,   0.42,   0.68,  -0.84,  -0.39,   0.16,  -0.17,  -0.24
20090520,  -0.52,   0.30,   0.20,  -0.35,  -0.47,  -0.52,  -0.58,  -0.55,  -0.80,  -0.47
20090521,  -2.74,  -2.96,  -3.04,  -2.31,  -2.30,  -1.94,  -1.47,  -0.93,  -1.03,  -1.47
20090522,  -1.66,  -0.63,  -0.40,  -0.31,   0.56,  -0.18,  -0.15,  -0.24,   0.03,  -0.14
20090526,   3.65,   2.38,   2.92,   3.20,   3.30,   3.42,   2.14,   2.79,   2.79,   2.93
20090527,  -1.12,  -1.21,  -2.09,  -1.52,  -1.82,  -1.52,  -1.64,  -2.38,  -1.76,  -1.80
20090528,   1.29,   2.67,   2.23,   2.21,   1.63,   1.23,   1.30,   1.40,   0.69,   0.11
20090529,   2.06,   2.05,   1.85,   1.99,   1.79,   1.29,   1.39,   0.99,   1.00,   1.41
20090601,   5.20,   3.85,   3.79,   4.34,   3.44,   3.25,   2.14,   2.00,   2.15,   2.36
20090602,  -1.33,   0.03,  -0.06,  -0.18,  -0.21,   0.57,   0.30,   0.31,   0.55,   1.23
20090603,  -4.48,  -3.49,  -3.78,  -2.47,  -2.16,  -1.66,  -1.01,  -0.49,  -0.65,  -0.17
20090604,   4.95,   3.92,   2.53,   2.24,   1.72,   1.27,   0.81,   0.28,   0.93,  -0.23
20090605,   0.32,  -0.39,  -0.77,  -0.49,  -0.11,  -0.26,   0.37,   0.03,  -0.64,  -0.61
20090608,  -1.19,  -1.40,  -0.24,  -0.68,  -0.42,  -0.20,   0.06,  -0.28,   0.35,   0.17
20090609,   1.73,   1.92,   0.91,   1.33,   0.95,   0.49,   0.11,   0.00,   0.31,   0.31
20090610,   1.18,   0.54,  -0.17,   0.05,  -0.14,  -0.40,  -0.21,  -0.59,  -0.62,  -1.19
20090611,   2.39,   2.78,   0.82,   0.88,   0.55,   0.90,   0.50,   0.30,   0.08,   0.33
20090612,  -1.29,   0.22,  -0.57,  -0.55,  -0.29,  -0.22,   0.19,   0.11,   0.39,   0.34
20090615,  -4.93,  -3.75,  -3.39,  -2.96,  -2.88,  -2.48,  -1.75,  -1.99,  -2.10,  -2.21
20090616,  -2.30,  -3.48,  -1.68,  -1.78,  -1.57,  -1.27,  -1.00,  -1.35,  -0.90,  -0.73
20090617,  -3.37,  -2.81,  -2.01,  -1.03,  -0.41,  -0.21,   0.48,   0.58,   0.87,   0.12
20090618,   0.20,   0.83,   0.34,   0.11,   0.65,   0.20,   0.49,   1.00,   1.13,   1.50
20090619,   1.56,   0.68,   0.28,   0.34,   0.39,   0.75,   0.50,  -0.01,   0.05,   0.54
20090622,  -8.29,  -7.07,  -5.40,  -4.74,  -4.01,  -3.22,  -2.51,  -1.69,  -1.86,  -3.02
